uid,pubdate,epubdate,source,authors,lastauthor,title,sorttitle,volume,issue,pages,lang,nlmuniqueid,issn,essn,pubtype,recordstatus,pubstatus,articleids,history,references,attributes,pmcrefcount,fulljournalname,elocationid,doctype,srccontriblist,booktitle,medium,edition,publisherlocation,publishername,srcdate,reportnumber,availablefromurl,locationlabel,doccontriblist,docdate,bookname,chapter,sortpubdate,sortfirstauthor,vernaculartitle
30032243,2018 Aug 1,,Ann Oncol,"[{'name': 'Cardoso F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Senkus E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Costa A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Papadopoulos E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Aapro M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'André F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Harbeck N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Aguilar Lopez B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barrios CH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bergh J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Biganzoli L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boers-Doets CB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cardoso MJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carey LA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cortés J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Curigliano G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Diéras V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'El Saghir NS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Eniu A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fallowfield L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Francis PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gelmon K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Johnston SRD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kaufman B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Koppikar S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Krop IE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mayer M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nakigudde G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Offersen BV', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ohno S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pagani O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Paluch-Shimon S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Penault-Llorca F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Prat A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rugo HS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sledge GW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spence D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Thomssen C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vorobiof DA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xu B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Norton L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Winer EP', 'authtype': 'Author', 'clusterid': ''}]",Winer EP,4th ESO-ESMO International Consensus Guidelines for Advanced Breast Cancer (ABC 4)†.,4th eso esmo international consensus guidelines for advanced breast cancer abc 4,29,8,1634-1657,['eng'],9007735,0923-7534,1569-8041,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30032243'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC7360146'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC7360146;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1093/annonc/mdy192'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0923-7534(19)34113-4'}]","[{'pubstatus': 'pubmed', 'date': '2018/07/23 06:00'}, {'pubstatus': 'medline', 'date': '2019/12/24 06:00'}, {'pubstatus': 'entrez', 'date': '2018/07/23 06:00'}, {'pubstatus': 'pmc-release', 'date': '2019/08/01 00:00'}]",[],[],74,Annals of oncology : official journal of the European Society for Medical Oncology,doi: 10.1093/annonc/mdy192,citation,[],,,,,,,,,,[],,,,2018/08/01 00:00,Cardoso F,
33376561,2020,2020 Dec 10,Dis Markers,"[{'name': 'Siveen KS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nizamuddin PB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Uddin S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Al-Thani M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Frenneaux MP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Janahi IA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Steinhoff M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Azizi F', 'authtype': 'Author', 'clusterid': ''}]",Azizi F,TRPV2: A Cancer Biomarker and Potential Therapeutic Target.,trpv2 a cancer biomarker and potential therapeutic target,2020,,8892312,['eng'],8604127,0278-0240,1875-8630,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,258,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '33376561'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC7746447'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC7746447;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1155/2020/8892312'}]","[{'pubstatus': 'received', 'date': '2020/06/15 00:00'}, {'pubstatus': 'revised', 'date': '2020/10/05 00:00'}, {'pubstatus': 'accepted', 'date': '2020/10/15 00:00'}, {'pubstatus': 'entrez', 'date': '2020/12/30 05:21'}, {'pubstatus': 'pubmed', 'date': '2020/12/31 06:00'}, {'pubstatus': 'medline', 'date': '2021/09/14 06:00'}, {'pubstatus': 'pmc-release', 'date': '2020/12/10 00:00'}]",[],['Has Abstract'],67,Disease markers,doi: 10.1155/2020/8892312,citation,[],,,,,,,,,,[],,,,2020/12/10 00:00,Siveen KS,
25727145,2015,2015 Feb 7,Adv Cancer Res,"[{'name': 'Taniguchi N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kizuka Y', 'authtype': 'Author', 'clusterid': ''}]",Kizuka Y,"Glycans and cancer: role of N-glycans in cancer biomarker, progression and metastasis, and therapeutics.",glycans and cancer role of n glycans in cancer biomarker progression and metastasis and therapeutics,126,,11-51,['eng'],0370416,0065-230X,2162-5557,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '25727145'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/bs.acr.2014.11.001'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0065-230X(14)00009-8'}]","[{'pubstatus': 'entrez', 'date': '2015/03/03 06:00'}, {'pubstatus': 'pubmed', 'date': '2015/03/03 06:00'}, {'pubstatus': 'medline', 'date': '2015/12/15 06:00'}]",[],['Has Abstract'],,Advances in cancer research,doi: 10.1016/bs.acr.2014.11.001,citation,[],,,,,,,,,,[],,,,2015/01/01 00:00,Taniguchi N,
24091079,2014 Jan,2013 Sep 14,J Pharm Biomed Anal,"[{'name': 'Armitage EG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barbas C', 'authtype': 'Author', 'clusterid': ''}]",Barbas C,Metabolomics in cancer biomarker discovery: current trends and future perspectives.,metabolomics in cancer biomarker discovery current trends and future perspectives,87,,1-11,['eng'],8309336,0731-7085,1873-264X,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24091079'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.jpba.2013.08.041'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0731-7085(13)00404-4'}]","[{'pubstatus': 'received', 'date': '2013/05/15 00:00'}, {'pubstatus': 'revised', 'date': '2013/08/21 00:00'}, {'pubstatus': 'accepted', 'date': '2013/08/23 00:00'}, {'pubstatus': 'entrez', 'date': '2013/10/05 06:00'}, {'pubstatus': 'pubmed', 'date': '2013/10/05 06:00'}, {'pubstatus': 'medline', 'date': '2014/08/30 06:00'}]",[],['Has Abstract'],,Journal of pharmaceutical and biomedical analysis,doi: 10.1016/j.jpba.2013.08.041,citation,[],,,,,,,,,,[],,,,2014/01/01 00:00,Armitage EG,
39818436,2025,2024 Oct 29,Adv Clin Chem,"[{'name': 'Choi S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'An JY', 'authtype': 'Author', 'clusterid': ''}]",An JY,Multiomics in cancer biomarker discovery and cancer subtyping.,multiomics in cancer biomarker discovery and cancer subtyping,124,,161-195,['eng'],2985173R,0065-2423,2162-9471,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '39818436'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/bs.acc.2024.10.004'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0065-2423(24)00131-8'}]","[{'pubstatus': 'medline', 'date': '2025/01/17 00:21'}, {'pubstatus': 'pubmed', 'date': '2025/01/17 00:20'}, {'pubstatus': 'entrez', 'date': '2025/01/16 21:04'}]",[],['Has Abstract'],,Advances in clinical chemistry,doi: 10.1016/bs.acc.2024.10.004,citation,[],,,,,,,,,,[],,,,2025/01/01 00:00,Choi S,
24761840,2014,,Asian Pac J Cancer Prev,"[{'name': 'Ghafouri-Fard S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nekoohesh L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Motevaseli E', 'authtype': 'Author', 'clusterid': ''}]",Motevaseli E,Bladder cancer biomarkers: review and update.,bladder cancer biomarkers review and update,15,6,2395-403,['eng'],101130625,1513-7368,2476-762X,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24761840'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.7314/apjcp.2014.15.6.2395'}]","[{'pubstatus': 'entrez', 'date': '2014/04/26 06:00'}, {'pubstatus': 'pubmed', 'date': '2014/04/26 06:00'}, {'pubstatus': 'medline', 'date': '2015/01/08 06:00'}]",[],['Has Abstract'],,Asian Pacific journal of cancer prevention : APJCP,,citation,[],,,,,,,,,,[],,,,2014/01/01 00:00,Ghafouri-Fard S,
24351084,2014 Feb,2013 Dec 18,Expert Rev Proteomics,"[{'name': 'Kondo T', 'authtype': 'Author', 'clusterid': ''}]",Kondo T,Casting doubt on the traditional approach of cancer biomarker discovery through proteomics.,casting doubt on the traditional approach of cancer biomarker discovery through proteomics,11,1,9-12,['eng'],101223548,1478-9450,1744-8387,"['Editorial', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24351084'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1586/14789450.2014.871496'}]","[{'pubstatus': 'entrez', 'date': '2013/12/20 06:00'}, {'pubstatus': 'pubmed', 'date': '2013/12/20 06:00'}, {'pubstatus': 'medline', 'date': '2014/10/16 06:00'}]",[],['Has Abstract'],,Expert review of proteomics,doi: 10.1586/14789450.2014.871496,citation,[],,,,,,,,,,[],,,,2014/02/01 00:00,Kondo T,
28914192,2019,,Curr Med Chem,"[{'name': 'Burton C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ma Y', 'authtype': 'Author', 'clusterid': ''}]",Ma Y,Current Trends in Cancer Biomarker Discovery Using Urinary Metabolomics: Achievements and New Challenges.,current trends in cancer biomarker discovery using urinary metabolomics achievements and new challenges,26,1,5-28,['eng'],9440157,0929-8673,1875-533X,"['Journal Article', 'Systematic Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '28914192'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.2174/0929867324666170914102236'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'CMC-EPUB-85769'}]","[{'pubstatus': 'received', 'date': '2016/04/05 00:00'}, {'pubstatus': 'revised', 'date': '2016/07/26 00:00'}, {'pubstatus': 'accepted', 'date': '2016/08/08 00:00'}, {'pubstatus': 'pubmed', 'date': '2017/09/16 06:00'}, {'pubstatus': 'medline', 'date': '2019/04/09 06:00'}, {'pubstatus': 'entrez', 'date': '2017/09/16 06:00'}]",[],['Has Abstract'],,Current medicinal chemistry,doi: 10.2174/0929867324666170914102236,citation,[],,,,,,,,,,[],,,,2019/01/01 00:00,Burton C,
24689054,2014,2014 Feb 13,Biomed Res Int,"[{'name': 'Tuccillo FM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'de Laurentiis A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Palmieri C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fiume G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bonelli P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Borrelli A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tassone P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Scala I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buonaguro FM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Quinto I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Scala G', 'authtype': 'Author', 'clusterid': ''}]",Scala G,Aberrant glycosylation as biomarker for cancer: focus on CD43.,aberrant glycosylation as biomarker for cancer focus on cd43,2014,,742831,['eng'],101600173,2314-6133,2314-6141,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24689054'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC3943294'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC3943294;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1155/2014/742831'}]","[{'pubstatus': 'received', 'date': '2013/09/27 00:00'}, {'pubstatus': 'accepted', 'date': '2013/12/10 00:00'}, {'pubstatus': 'entrez', 'date': '2014/04/02 06:00'}, {'pubstatus': 'pubmed', 'date': '2014/04/02 06:00'}, {'pubstatus': 'medline', 'date': '2015/05/15 06:00'}, {'pubstatus': 'pmc-release', 'date': '2014/02/13 00:00'}]",[],['Has Abstract'],165,BioMed research international,doi: 10.1155/2014/742831,citation,[],,,,,,,,,,[],,,,2014/01/01 00:00,Tuccillo FM,
40773107,2025 Oct,2025 Aug 7,J Mol Med (Berl),"[{'name': 'Mazour O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Legardinier S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Badaoui B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Germot A', 'authtype': 'Author', 'clusterid': ''}]",Germot A,POFUT1 as a cancer biomarker: insights into its oncogenic mechanisms and clinical relevance.,pofut1 as a cancer biomarker insights into its oncogenic mechanisms and clinical relevance,103,10,1153-1167,['eng'],9504370,0946-2716,1432-1440,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '40773107'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC12449317'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC12449317;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s00109-025-02578-1'}, {'idtype': 'pii', 'idtypen': 4, 'value': '10.1007/s00109-025-02578-1'}]","[{'pubstatus': 'received', 'date': '2025/02/27 00:00'}, {'pubstatus': 'accepted', 'date': '2025/07/16 00:00'}, {'pubstatus': 'revised', 'date': '2025/07/02 00:00'}, {'pubstatus': 'medline', 'date': '2025/09/19 12:51'}, {'pubstatus': 'pubmed', 'date': '2025/08/07 12:29'}, {'pubstatus': 'entrez', 'date': '2025/08/07 11:16'}, {'pubstatus': 'pmc-release', 'date': '2025/08/07 00:00'}]",[],['Has Abstract'],86,"Journal of molecular medicine (Berlin, Germany)",doi: 10.1007/s00109-025-02578-1,citation,[],,,,,,,,,,[],,,,2025/10/01 00:00,Mazour O,
23341234,2013 Jan,,Proteomics Clin Appl,"[{'name': 'Cole KD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'He HJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang L', 'authtype': 'Author', 'clusterid': ''}]",Wang L,Breast cancer biomarker measurements and standards.,breast cancer biomarker measurements and standards,7,1-2,17-29,['eng'],101298608,1862-8346,1862-8354,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '23341234'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1002/prca.201200075'}]","[{'pubstatus': 'received', 'date': '2012/07/31 00:00'}, {'pubstatus': 'revised', 'date': '2012/11/09 00:00'}, {'pubstatus': 'accepted', 'date': '2012/11/13 00:00'}, {'pubstatus': 'entrez', 'date': '2013/01/24 06:00'}, {'pubstatus': 'pubmed', 'date': '2013/01/24 06:00'}, {'pubstatus': 'medline', 'date': '2014/02/01 06:00'}]",[],['Has Abstract'],,Proteomics. Clinical applications,doi: 10.1002/prca.201200075,citation,[],,,,,,,,,,[],,,,2013/01/01 00:00,Cole KD,
30138110,2019 Mar 26,,Clin Chem Lab Med,"[{'name': 'Wang M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhu J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lubman DM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gao C', 'authtype': 'Author', 'clusterid': ''}]",Gao C,Aberrant glycosylation and cancer biomarker discovery: a promising and thorny journey.,aberrant glycosylation and cancer biomarker discovery a promising and thorny journey,57,4,407-416,['eng'],9806306,1434-6621,1437-4331,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30138110'}, {'idtype': 'mid', 'idtypen': 8, 'value': 'NIHMS1053335'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC6785348'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC6785348;manuscript-id: NIHMS1053335;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1515/cclm-2018-0379'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'cclm-2018-0379'}]","[{'pubstatus': 'received', 'date': '2018/04/14 00:00'}, {'pubstatus': 'accepted', 'date': '2018/07/15 00:00'}, {'pubstatus': 'pubmed', 'date': '2018/08/24 06:00'}, {'pubstatus': 'medline', 'date': '2019/11/21 06:00'}, {'pubstatus': 'entrez', 'date': '2018/08/24 06:00'}, {'pubstatus': 'pmc-release', 'date': '2020/03/26 00:00'}]",[],['Has Abstract'],147,Clinical chemistry and laboratory medicine,doi: 10.1515/cclm-2018-0379,citation,[],,,,,,,,,,[],,,,2019/03/26 00:00,Wang M,
30834992,2019 Mar 5,2019 Mar 5,Curr Oncol Rep,"[{'name': 'Ganguly A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Frank D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kumar N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cheng YC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chu E', 'authtype': 'Author', 'clusterid': ''}]",Chu E,Cancer Biomarkers for Integrative Oncology.,cancer biomarkers for integrative oncology,21,4,32,['eng'],100888967,1523-3790,1534-6269,"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30834992'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s11912-019-0782-6'}, {'idtype': 'pii', 'idtypen': 4, 'value': '10.1007/s11912-019-0782-6'}]","[{'pubstatus': 'entrez', 'date': '2019/03/06 06:00'}, {'pubstatus': 'pubmed', 'date': '2019/03/06 06:00'}, {'pubstatus': 'medline', 'date': '2020/07/14 06:00'}]",[],['Has Abstract'],,Current oncology reports,doi: 10.1007/s11912-019-0782-6,citation,[],,,,,,,,,,[],,,,2019/03/05 00:00,Ganguly A,
36755526,2023 Jun,2023 Feb 26,Biomarkers,"[{'name': 'Moar K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pant A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Saini V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maurya PK', 'authtype': 'Author', 'clusterid': ''}]",Maurya PK,Potential biomarkers in endometrial cancer: a narrative review.,potential biomarkers in endometrial cancer a narrative review,28,4,358-371,['eng'],9606000,1354-750X,1366-5804,"['Review', 'Journal Article']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '36755526'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1080/1354750X.2023.2179114'}]","[{'pubstatus': 'medline', 'date': '2023/06/08 06:42'}, {'pubstatus': 'pubmed', 'date': '2023/02/10 06:00'}, {'pubstatus': 'entrez', 'date': '2023/02/09 02:13'}]",[],['Has Abstract'],,"Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals",doi: 10.1080/1354750X.2023.2179114,citation,[],,,,,,,,,,[],,,,2023/06/01 00:00,Moar K,
24524284,2014 Aug,2014 May 12,Int J Radiat Biol,"[{'name': 'Mäbert K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cojoc M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Peitzsch C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kurth I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Souchelnytskyi S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dubrovska A', 'authtype': 'Author', 'clusterid': ''}]",Dubrovska A,Cancer biomarker discovery: current status and future perspectives.,cancer biomarker discovery current status and future perspectives,90,8,659-77,['eng'],8809243,0955-3002,1362-3095,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24524284'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3109/09553002.2014.892229'}]","[{'pubstatus': 'entrez', 'date': '2014/02/15 06:00'}, {'pubstatus': 'pubmed', 'date': '2014/02/15 06:00'}, {'pubstatus': 'medline', 'date': '2014/10/03 06:00'}]",[],['Has Abstract'],,International journal of radiation biology,doi: 10.3109/09553002.2014.892229,citation,[],,,,,,,,,,[],,,,2014/08/01 00:00,Mäbert K,
38421253,2024 Apr,2024 Feb 29,J Urol,"[{'name': 'Morgan TM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boorjian SA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buyyounouski MK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chapin BF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen DYT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cheng HH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chou R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jacene HA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kamran SC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kim SK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kirkby E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Luckenbaugh AN', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nathanson BJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nyame YA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Posadas EM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tran PT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen RC', 'authtype': 'Author', 'clusterid': ''}]",Chen RC,Salvage Therapy for Prostate Cancer: AUA/ASTRO/SUO Guideline Part I: Introduction and Treatment Decision-Making at the Time of Suspected Biochemical Recurrence after Radical Prostatectomy.,salvage therapy for prostate cancer aua astro suo guideline part i introduction and treatment decision making at the time of suspected biochemical recurrence after radical prostatectomy,211,4,509-517,['eng'],0376374,0022-5347,1527-3792,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38421253'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/JU.0000000000003892'}]","[{'pubstatus': 'medline', 'date': '2024/03/11 06:43'}, {'pubstatus': 'pubmed', 'date': '2024/02/29 12:43'}, {'pubstatus': 'entrez', 'date': '2024/02/29 09:43'}]",[],['Has Abstract'],,The Journal of urology,doi: 10.1097/JU.0000000000003892,citation,[],,,,,,,,,,[],,,,2024/04/01 00:00,Morgan TM,
38797636,2024 Aug,2024 May 22,Eur J Cancer,"[{'name': 'Han W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang DD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang YW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shi LZ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang HN', 'authtype': 'Author', 'clusterid': ''}]",Wang HN,Letter re: Ki-67 index after neoadjuvant endocrine therapy as a prognostic biomarker in patients with ER-positive/HER2-negative early breast cancer: A systematic review and meta-analysis.,letter re ki 67 index after neoadjuvant endocrine therapy as a prognostic biomarker in patients with er positive her2 negative early breast cancer a systematic review and meta analysis,207,,114126,['eng'],9005373,0959-8049,1879-0852,['Letter'],PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38797636'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.ejca.2024.114126'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0959-8049(24)00782-2'}]","[{'pubstatus': 'received', 'date': '2024/04/05 00:00'}, {'pubstatus': 'accepted', 'date': '2024/04/28 00:00'}, {'pubstatus': 'medline', 'date': '2024/07/13 07:44'}, {'pubstatus': 'pubmed', 'date': '2024/05/27 00:42'}, {'pubstatus': 'entrez', 'date': '2024/05/26 21:55'}]",[],[],,"European journal of cancer (Oxford, England : 1990)",doi: 10.1016/j.ejca.2024.114126,citation,[],,,,,,,,,,[],,,,2024/08/01 00:00,Han W,
